"Ingredient ID",19335,2014,11215,4513,5061,1256,2031,2047,11530,11546,11977,11282,11216,11165,1053,2013
"Ingredient Description","Sugars, granulated","Spices, cumin seed","Garlic, raw","Vegetable oil, palm kernel","Chicken, broilers or fryers, breast, meat and skin, cooked, stewed","Yogurt, Greek, plain, nonfat","Spices, pepper, red or cayenne","Salt, table","Tomatoes, red, ripe, cooked","Tomato products, canned, paste, without salt added","Peppers, serrano, raw","Onions, raw","Ginger root, raw","Coriander (cilantro) leaves, raw","Cream, fluid, heavy whipping","Spices, coriander seed"
"Portion size","tsp","tsp, whole","clove","tablespoon","unit (yield from 1 lb ready-to-cook chicken)","100g","tsp","tsp","100g","tbsp","pepper","medium (2-1/2"" dia)","tsp","cup","cup, fluid (yields 2 cups whipped)","tsp"
"20:3 n-3",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Beta-sitosterol",0,0,0,0,0,0,0,0,0,0,0.18299999999999997,0,0,0.04,0,0,0.22299999999999998
"Glutamic acid",0,0,0.1932,0.0,5.34072,0,0,0.0,3.11649,0.33759999999999996,0,0.28380000000000005,0.0006075,0,0.680680034034,0,9.953097534033999
"Sodium, Na",0.084,1.764,4.08,0.0,81.84,88.2,1.08,4650.96,87.22999999999998,9.44,0.61,4.4,0.04875,0.92,60.293336348,0.315,4991.265086347998
"Vitamin B-12, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Phosphorus, P",0.0,5.2395000000000005,36.72,0.0,205.92,330.75,10.548,0.0,222.04,13.28,2.44,31.9,0.1275,0.96,98.373338252,3.681,961.9793382520002
"Tocotrienol, gamma",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0
"Fluoride, F",0.0,0,0,0,0,0,0,0.24,0,0,0,1.2100000000000002,0,0,4.760000238,0,6.210000238
"Histidine",0,0,0.027120000000000002,0.0,1.08768,0,0,0.0,0.12688,0.011359999999999999,0,0.0154,0.0001125,0,0.08885333777599999,0,1.357405837776
"4:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9040000951999998,0,1.9040000951999998
"Alcohol, ethyl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"18:0",0.0,0.0036119999999999998,0.0,1.9040000000000001,0.5544,0.05145000000000002,0.01764,0.0,0.03172,0.00256,0.00061,0.0044,6.375e-05,2e-05,7.114613689063999,0.00099,9.686079439063999
"Theobromine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Potassium, K",0.168,18.774,96.24,0.0,234.96,345.45000000000005,72.504,0.96,1728.74,162.24,18.605,160.6,1.55625,10.42,119.00000594999997,11.402999999999999,2981.62025595
"Vitamin E (alpha-tocopherol)",0.0,0.034965,0.0192,2.5907999999999998,0.3564,0.0245,1.07388,0.0,4.4408,0.688,0.042089999999999995,0.022000000000000002,0.0009750000000000001,0.05,1.6818667507599998,0,11.025476750760001
"Lutein + zeaxanthin",0.0,4.704000000000001,3.84,0.0,0.0,0.0,473.65200000000004,0.0,745.42,0.0,33.184,4.4,0.0,17.3,0.0,0,1282.5
"22:1 c",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Betaine",0,0,0,0,7.26,1.9600000000000002,0,0,0,0.064,0,0.11,0,0,0,0,9.394
"Riboflavin",0.001596,0.0034335000000000004,0.0264,0.0,0.15180000000000002,0.6811000000000001,0.033084,0.0,0.17445999999999998,0.02448,0.004941,0.029699999999999997,0.0001275,0.0032400000000000003,0.17453334206,0.00261,1.3115053420600002
"Sucrose",8.3832,0,0,0,0,0.0,0,0,0.0,0.048,0,1.089,0,0,0,0,9.5202
"Maltose",0.0,0,0,0,0,0.0,0,0,0.0,0.044800000000000006,0,0.0,0,0,0,0,0.044800000000000006
"Cholesterol",0.0,0.0,0.0,0.0,99.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.37334420199997,0.0,328.623344202
"Vitamin D2 (ergocalciferol)",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Folate, total",0.0,0.105,0.72,0.0,3.96,17.150000000000002,3.8160000000000003,0.0,103.09,1.92,1.4029999999999998,20.9,0.04125,1.24,6.346666984,0.0,160.691916984
"20:2 n-6 c,c",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"Alanine",0,0,0.03168,0.0,2.0486400000000002,0,0,0.0,0.23789999999999994,0.02128,0,0.0231,0.00011624999999999999,0,0.11265333896599998,0,2.475369588966
"16:1 t",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Fatty acids, total trans",0,0,0,0,0,0.014700000000000001,0,0,0,0,0,0,0,0,0,0,0.014700000000000001
"Phenylalanine",0,0,0.043919999999999994,0.0,1.41768,0,0,0.0,0.22203999999999996,0.0208,0,0.0275,0.00016875,0,0.157080007854,0,1.889188757854
"Isoleucine",0,0,0.05208,0.0,1.84932,0,0,0.0,0.20617999999999997,0.01424,0,0.0154,0.00019125,0,0.196746676504,0,2.334157926504
"16:1 c",0,0,0,0,0,0.004900000000000001,0,0,0,0,0,0,0,0,0,0,0.004900000000000001
"Niacin",0.0,0.0480795,0.16799999999999998,0.0,10.305240000000001,0.5096,0.313236,0.0,4.2187600000000005,0.49216,0.09375699999999998,0.1276,0.0028125,0.02228,0.061880003094,0.01917,16.382575003094
"Thiamin",0.0,0.006594,0.04800000000000001,0.0,0.05412,0.056350000000000004,0.011808,0.0,0.28547999999999996,0.0096,0.0032939999999999996,0.0506,9.375000000000002e-05,0.00134,0.03490666841199999,0.0021509999999999997,0.564337418412
"Selenium, Se",0.0504,0.05460000000000001,3.4079999999999995,0.0,28.776,23.765,0.3168,0.012000000000000002,3.965,0.848,0.024399999999999998,0.55,0.0026249999999999997,0.018000000000000002,0.793333373,0.23579999999999998,62.819958373000006
"Leucine",0,0,0.07392,0.0,2.6650800000000006,0,0,0.0,0.30927,0.01984,0,0.0275,0.00027749999999999997,0,0.31892001594600006,0,3.4148075159460007
"Vitamin E, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sugars, total",8.3832,0.023625000000000004,0.24,0.0,0.0,7.9380000000000015,0.37224,0.0,19.7457,1.9487999999999999,0.23363,4.664000000000001,0.006375,0.0174,4.42680022134,0,47.99977022134
"Cystine",0,0,0.015600000000000001,0.0,0.47387999999999997,0,0,0.0,0.11101999999999998,0.00736,0,0.0044,3e-05,0,0.030146668173999996,0,0.6424366681739999
"Tyrosine",0,0,0.01944,0.0,1.188,0,0,0.0,0.14273999999999998,0.01056,0,0.0154,7.5e-05,0,0.157080007854,0,1.533295007854
"Vitamin C, total ascorbic acid",0.0,0.08085,7.4879999999999995,0.0,0.0,0.0,2.7504000000000004,0.0,180.804,3.5039999999999996,2.7388999999999997,8.14,0.01875,0.54,0.9520000475999999,0.18900000000000003,207.20590004759998
"Cryptoxanthin, beta",0.0,0.0,0.0,0.0,0.0,0.0,225.072,0.0,0.0,0.0,2.44,0.0,0.0,4.04,0.0,0,231.552
"Arginine",0,0,0.15216000000000002,0.0,2.22948,0,0,0.0,0.20617999999999997,0.016319999999999998,0,0.1144,0.00016125000000000002,0,0.11741333920399999,0,2.8361145892039996
"Water",0.00168,0.08463000000000001,14.0592,0.0,87.3972,208.495,0.28980000000000006,0.024000000000000004,748.1162,11.76,5.50525,98.021,0.29583750000000003,1.8441999999999998,91.56653791165998,0.07973999999999999,1267.5402754116599
"Valine",0,0,0.06984,0.0,1.7714400000000001,0,0,0.0,0.21410999999999997,0.014079999999999999,0,0.0231,0.00027374999999999996,0,0.217373344202,0,2.3102170942019997
"Threonine",0,0,0.03768,0.0,1.50876,0,0,0.0,0.21410999999999997,0.02128,0,0.0231,0.00013499999999999997,0,0.14756000737799999,0,1.9526250073779998
"18:2 CLAs",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Retinol",0.0,0.0,0.0,0.0,33.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.6000321299999,0.0,678.05003213
"18:1 c",0,0,0,0,0,0.10535,0,0,0,0,0,0,0,0,0,0,0.10535
"Lactose",0.0,0,0,0,0,6.223000000000001,0,0,0.0,0.0,0,0.0,0,0,0,0,6.223000000000001
"18:1 t",0,0,0,0,0,0.014700000000000001,0,0,0,0,0,0,0,0,0,0,0.014700000000000001
"Magnesium, Mg",0.0,3.843,6.0,0.0,29.04,26.950000000000003,5.472,0.12,71.37,6.72,1.3419999999999999,11.0,0.16125,0.52,11.106667221999999,2.97,176.61491722200003
"Campesterol",0,0,0,0,0,0,0,0,0,0,0.122,0,0,0.0,0,0,0.122
"Vitamin D",0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.840002142,0.0,49.440002142000004
"Protein",0.0,0.18700499999999998,1.5264000000000002,0.0,36.1548,24.965500000000002,0.43235999999999997,0.0,7.533499999999999,0.6912,0.10613999999999998,1.2100000000000002,0.006825,0.0426,3.2526668292999994,0.11132999999999998,76.22032682929999
"Glucose (dextrose)",0.0,0,0,0,0,0.0,0,0,9.357399999999998,0.92,0,2.167,0,0,0,0,12.444399999999998
"Folate, DFE",0.0,0.105,0.72,0.0,3.96,17.150000000000002,3.8160000000000003,0.0,103.09,1.92,1.4029999999999998,20.9,0.04125,1.24,6.346666984,0.0,160.691916984
"Vitamin B-12",0.0,0.0,0.0,0.0,0.2772,1.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28560001428,0.0,2.40030001428
"Energy",32.508,3.9375,35.76,586.16,242.88,144.55,11.448,0.0,142.74,13.12,1.952,44.0,0.3,0.46,547.40002737,2.682,1809.89752737
"16:1 undifferentiated",0.0,0.002226,0.0,0.0,0.5148,0.004900000000000001,0.00864,0.0,0.00793,0.00032,0.00012199999999999998,0.0,7.875e-05,4e-05,1.315346732434,0.0009000000000000001,1.8553034824339998
"17:0",0,0,0,0,0,0.007350000000000001,0,0,0,0,0,0.0,0,0,0,0,0.007350000000000001
"17:1",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"Vitamin D (D2 + D3)",0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1106667222,0.0,1.2426667222
"18:3i",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Lysine",0,0,0.06552000000000001,0.0,2.99904,0,0,0.0,0.30927,0.02144,0,0.0429,0.00021375000000000002,0,0.258626679598,0,3.697010429598
"16:0",0.0,0.011938500000000001,0.02088,5.507999999999999,2.0328,0.12005000000000003,0.08496000000000001,0.0,0.08722999999999999,0.01328,0.002623,0.0374,0.00045,0.00024,15.441440772071996,0.007290000000000001,23.368582272071993
"10:0",0.0,0.000189,0.00048,2.516,0.0,0.03185,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472426740288,0,4.022025740288
"Fatty acids, total trans-polyenoic",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Vitamin B-6",0.0,0.0045674999999999995,0.2964,0.0,0.3827999999999999,0.15435000000000001,0.0882,0.0,0.62647,0.03456,0.030805,0.132,0.0006,0.00298,0.041253335396,0,1.794985835396
"Methionine",0,0,0.01824,0.0,0.97812,0,0,0.0,0.07136999999999999,0.00432,0,0.0022,4.875e-05,0,0.080920004046,0,1.1552187540460002
"Tocopherol, gamma",0,0,0,0,0,0.0,0,0,1.6652999999999998,0.0832,0,0.0,0,0,0,0,1.7484999999999997
"Carotene, beta",0.0,8.001,1.2,0.0,0.0,0.0,786.24,0.0,2323.49,144.16,32.574,1.1,0.0,78.6,114.240005712,0,3489.605005711999
"14:1",0,0,0,0,0,0.0024500000000000004,0,0,0,0,0,0.0,0,0,0,0,0.0024500000000000004
"14:0",0.0,0.000189,0.0,11.152000000000001,0.07919999999999999,0.03675,0.0032400000000000003,0.0,0.0,0.00016,6.099999999999999e-05,0.0044,6.749999999999999e-05,0.0,5.903986961866,0.00018,17.180234461866
"Pantothenic acid",0.0,0,0.14303999999999997,0.0,0.7220400000000001,0.81095,0,0.0,1.02297,0.022719999999999997,0.012199999999999999,0.1353,0.00076125,0.011399999999999999,0.40460002023,0,3.28598127023
"Tocopherol, beta",0,0,0,0,0,0.0,0,0,0.0793,0.0,0,0.0,0,0,0,0,0.0793
"Choline, total",0.0,0.25934999999999997,5.568,0.136,85.00800000000001,36.995000000000005,1.854,0.0,54.717,6.16,0.5428999999999999,6.71,0.10800000000000001,0.256,26.656001332799995,0,224.97025133280002
"Manganese, Mn",0.00033600000000000004,0.03499650000000001,0.40128,0.0,0.02376,0.02205,0.07200000000000001,0.012000000000000002,0.8326499999999999,0.04832,0.011406999999999999,0.14190000000000003,0.00085875,0.00852,0.0015866667459999997,0.0171,1.6287649167459997
"18:3 n-3 c,c,c (ALA)",0,0,0,0,0,0.0024500000000000004,0,0,0,0,0,0,0,0,0,0,0.0024500000000000004
"Vitamin D3 (cholecalciferol)",0,0,0,0,0.132,0.0,0,0,0,0,0,0,0,0,1.1106667222,0,1.2426667222
"Lycopene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24115.129999999994,4602.24,0.0,0.0,0.0,0.0,0.0,0,28717.369999999995
"Fructose",0.0,0,0,0,0,0.0,0,0,10.3883,0.9359999999999999,0,1.419,0,0,0,0,12.7433
"Aspartic acid",0,0,0.11736,0.0,3.22212,0,0,0.0,1.1736399999999998,0.10576,0,0.1001,0.00078,0,0.247520012376,0,4.967280012376
"Vitamin A, IU",0.0,13.335,2.16,0.0,108.24,9.8,1497.96,0.0,3877.77,244.0,57.157,2.2,0.0,134.96,2332.4001166199996,0.0,8279.98211662
"22:6 n-3 (DHA)",0.0,0.0,0.0,0.0,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0264
"Vitamin A, RAE",0.0,0.672,0.0,0.0,33.0,2.45,74.916,0.0,190.32,12.16,2.867,0.0,0.0,6.74,652.1200326059999,0.0,975.245032606
"Fatty acids, total trans-monoenoic",0,0,0,0,0,0.014700000000000001,0,0,0,0,0,0,0,0,0,0,0.014700000000000001
"18:2 t not further defined",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Tryptophan",0,0,0.01584,0.0,0.41184,0,0,0.0,0.06344,0.00496,0,0.0154,4.5e-05,0,0.046013335634,0,0.557538335634
"20:5 n-3 (EPA)",0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0132
"22:1 undifferentiated",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"18:3 n-6 c,c,c",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Folic acid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phytosterols",0,0.7140000000000001,0,64.6,0,0,2.988,0.0,71.37,0,0.36599999999999994,16.5,0.05625,0.1,0,0.414,157.10825
"Stigmasterol",0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.06,0,0,0.06
"20:0",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"20:1",0.0,0.002226,0.0,0.0,0.1056,0.004900000000000001,0.0,0.0,0.0,0.00016,0.0,0.0,2.625e-05,0.0,0.0,0,0.11291225
"Fatty acids, total polyunsaturated",0.0,0.0344295,0.05976,1.088,2.0856,0.029400000000000003,0.30132,0.0,0.34891999999999995,0.0256,0.013541999999999998,0.0187,0.0005775,0.0008,2.1800801090040003,0.01575,6.202479109004
"6:0",0.0,0.0,0.0,0.136,0.0,0.007350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1265333896599998,0,1.26988338966
"Tocotrienol, alpha",0,0,0,0,0,0.0,0,0,0.0,0,0,0.044000000000000004,0,0,0,0,0.044000000000000004
"12:0",0.0,0.000189,0.0,31.96,0.0132,0.014700000000000001,0.00108,0.0,0.0,0.0,0.0,0.0,0.00014625,0.0,1.6485467490939996,0,33.63786199909401
"18:4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"24:1 c",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Iron, Fe",0.004200000000000001,0.69678,0.408,0.0,1.2144000000000001,0.17150000000000007,0.2808,0.039599999999999996,5.3924,0.4768,0.05245999999999999,0.23099999999999998,0.00225,0.0354,0.04760000237999999,0.14688,9.200070002379999
"Menaquinone-4",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"Tocotrienol, beta",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0
"Proline",0,0,0.024000000000000004,0.0,1.6368,0,0,0.0,0.1586,0.012,0,0.0132,0.00015375,0,0.315746682454,0,2.160500432454
"Calcium, Ca",0.084,9.775500000000001,43.44,0.0,17.16,269.5,5.328,2.88,87.22999999999998,5.76,0.6709999999999999,25.3,0.06,1.34,103.13333848999999,6.381,578.0428384899999
"24:0",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"Tocopherol, delta",0,0,0,0,0,0.0,0,0,0.0793,0.0,0,0.0,0,0,0,0,0.0793
"18:2 undifferentiated",0.0,0.032581500000000006,0.05496,1.088,1.7820000000000003,0.0245,0.27756000000000003,0.0,0.33306,0.024319999999999998,0.013175999999999998,0.0143,0.00045,0.0008,1.3264533996559995,0.01575,4.987910899656
"Starch",0,0,0,0,0,0,0,0,0,0.0352,0,0.0,0,0,0,0,0.0352
"Fiber, total dietary",0.0,0.11025,0.504,0.0,0.0,0.0,0.9792000000000001,0.0,5.550999999999999,0.6559999999999999,0.2257,1.87,0.0075,0.055999999999999994,0.0,0.3771,10.336749999999999
"Fatty acids, total monounsaturated",0.0,0.14742,0.00264,7.751999999999999,3.8280000000000003,0.12985,0.099,0.0,0.12688,0.01072,0.0014029999999999997,0.0143,0.0005775,0.0055000000000000005,16.955120847755996,0.12222,29.19563134775599
"22:4",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
"22:0",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"Copper, Cu",0.0005880000000000001,0.0091035,0.07176,0.0,0.05808,0.041650000000000006,0.013428,0.0036,0.59475,0.0584,0.007869,0.0429,0.0008475000000000001,0.0045000000000000005,0.009520000476,0.008775,0.925771000476
"Ash",0.00084,0.08001000000000001,0.36,0.0,1.1088,1.764,0.21744,11.975999999999999,4.758,0.44799999999999995,0.05306999999999999,0.385,0.0028875,0.0294,0.7140000356999999,0.05418,21.9516275357
"Dihydrophylloquinone",0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0
"Galactose",0.0,0,0,0,0,1.715,0,0,0.0,0.0,0,0.0,0,0,0,0,1.715
"Zinc, Zn",0.00084,0.0504,0.2784,0.0,1.2804,1.2740000000000002,0.08928000000000001,0.012000000000000002,1.1102,0.1008,0.01586,0.18700000000000003,0.001275,0.01,0.36493335157999995,0.042300000000000004,4.81768835158
"20:4 undifferentiated",0.0,0.0,0.0,0.0,0.07919999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07919999999999999
"20:3 undifferentiated",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0
"Carotene, alpha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,1.0979999999999999,0.0,0.0,0.72,0.0,0,6.457999999999999
"18:1 undifferentiated",0.0,0.142989,0.00264,7.751999999999999,3.1548000000000003,0.12005000000000003,0.09036,0.0,0.12688,0.01024,0.001281,0.0143,0.00044625,0.0054600000000000004,14.768694071768,0.12132000000000001,26.311460321768
"Glycine",0,0,0.04800000000000001,0.0,2.09352,0,0,0.0,0.20617999999999997,0.0152,0,0.0275,0.00016125000000000002,0,0.06822667007799998,0,2.4587879200779996
"Fatty acids, total saturated",0.0,0.0161175,0.02136,55.42,2.7456,0.28665,0.11735999999999999,0.0,0.11894999999999997,0.016,0.0035989999999999993,0.0462,0.00076125,0.00028000000000000003,36.544108493872,0.00891,95.34589624387199
"Tocotrienol, delta",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0
"Total lipid (fat)",0.0,0.23383500000000002,0.12,68.0,9.7944,0.9555000000000001,0.6217199999999999,0.0,0.8722999999999999,0.07519999999999999,0.026839999999999996,0.11,0.0028125,0.0104,58.70666960199999,0.15993000000000002,139.689607102
"22:5 n-3 (DPA)",0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0132
"Vitamin K (phylloquinone)",0.0,0.05670000000000001,0.408,16.796,0.264,0.0,2.8908,0.0,22.203999999999997,1.824,0.7198,0.44,0.00037500000000000006,6.2,5.077333587199999,0,56.88100858719999
