"Ingredient ID",5746,5069,11283,9150,2054,11215,14106,6172,4053,2042
"Ingredient Description","Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","Onions, cooked, boiled, drained, without salt","Lemons, raw, without peel","Capers, canned","Garlic, raw","Alcoholic beverage, wine, table, white","Soup, stock, chicken, home-prepared","Oil, olive, salad or cooking","Spices, thyme, dried"
"Portion size","piece","drumstick with skin (yield from 1 lb ready-to-cook chicken)","small","fruit (2-1/8"" dia)","tbsp, drained","clove","fl oz","cup","tablespoon","tbsp, leaves"
"Fluoride, F",0,0,0,0,0,0,237.55199999999996,0,0,0,237.55199999999996
"Histidine",12.9777,4.277699999999999,0.07919999999999999,0,0,0.013560000000000001,0,0,0.0,0,17.34816
"4:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alcohol, ethyl",0.0,0.0,0.0,0.0,0.0,0.0,12.1128,0.0,0.0,0.0,12.1128
"18:0",2.2914600000000003,3.4335000000000004,0.0072,0.00232,0.006192,0.0,0.0,0.0672,0.5273100000000001,0.045360000000000004,6.380542000000001
"Theobromine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Potassium, K",3724.98,1556.1,597.6,160.08,6.88,48.12,83.49600000000001,126.0,0.27,131.86800000000002,6435.394000000001
"Vitamin E (alpha-tocopherol)",3.5838,1.197,0.072,0.174,0.15136,0.0096,0.0,0.036,3.8745,1.2117600000000002,10.31002
"Lutein + zeaxanthin",0.0,69.3,14.4,12.76,0.0,1.92,0.0,1.2,0.0,306.99,406.57000000000005
"22:1 c",0.0,0.0063,0,0,0,0,0,0,0,0,0.0063
"Betaine",108.6,71.19000000000001,0,0,0,0,0,0,0.027000000000000003,0,179.817
"Riboflavin",2.03082,1.2789,0.08280000000000001,0.0232,0.023908,0.0132,0.01764,0.10200000000000001,0.0,0.06463800000000001,3.6371059999999997
"Sucrose",0,0,3.9600000000000004,0,0,0,0,0,0,0,3.9600000000000004
"Maltose",0,0,0.0,0,0,0,0,0,0,0,0.0
"Cholesterol",1259.76,819.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,2082.36
"22:1 t",0.0,0.0,0,0,0,0,0,0,0,0,0.0
"Fiber, total dietary",0.0,0.0,5.039999999999999,3.2479999999999993,0.5504,0.252,0.0,0.0,0.0,5.994000000000001,15.084399999999999
"20:2 n-6 c,c",0.11946,0.09449999999999999,0,0,0,0,0,0,0,0,0.21395999999999998
"Alanine",20.32992,8.9145,0.1368,0,0,0.01584,0,0,0.0,0,29.397060000000003
"16:1 t",0.0,0.0378,0,0,0,0,0,0,0,0,0.0378
"Fatty acids, total trans",0.14118,0.3465,0,0,0,0,0,0,0,0,0.48768
"Phenylalanine",14.052840000000002,5.7582,0.126,0,0,0.021959999999999997,0,0,0.0,0,19.959000000000003
"Isoleucine",17.08278,6.7851,0.1728,0,0,0.02604,0,0,0.0,0.07581600000000002,24.142535999999996
"16:1 c",1.6832999999999998,3.8619,0,0,0,0,0,0,0,0,5.5451999999999995
"Niacin",102.627,34.0389,0.594,0.11600000000000002,0.112144,0.08399999999999999,0.12700799999999998,1.9008,0.0,0.8002800000000001,140.40013199999999
"Thiamin",1.0642800000000001,0.5859000000000001,0.1512,0.0464,0.003096,0.024000000000000004,0.00588,0.042,0.0,0.08310600000000001,2.0058620000000005
"20:1",0.19548,0.31500000000000006,0.0,0.0,0.000172,0.0,0.0,0.0048,0.08397,0.0,0.599422
"Selenium, Se",346.43399999999997,169.46999999999997,2.1599999999999997,0.4640000000000001,0.20639999999999997,1.7039999999999997,0.1176,2.64,0.0,0.7452,523.9412
"Leucine",28.800720000000002,12.1653,0.1728,0,0,0.03696,0,0,0.0,0.06966000000000001,41.24544
"Vitamin E, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sugars, total",0.0,0.0,17.028000000000002,2.9,0.07052,0.12,1.12896,1.8960000000000001,0.0,0.27702000000000004,23.4205
"Cystine",3.64896,1.6758000000000002,0.0864,0,0,0.0078000000000000005,0,0,0.0,0,5.41896
"Tyrosine",12.543299999999999,5.3613,0.12240000000000001,0,0,0.00972,0,0,0.0,0,18.03672
"Vitamin C, total ascorbic acid",0.0,0.0,18.720000000000002,61.48,0.7395999999999999,3.7439999999999998,0.0,0.24,0.0,8.1,93.02359999999999
"Cryptoxanthin, beta",0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,5.346,28.546
"Arginine",23.544480000000004,10.281600000000001,0.6587999999999999,0,0,0.07608000000000001,0,0,0.0,0,34.56096
"Water",709.3752,418.25700000000006,316.296,103.2168,14.422199999999998,7.0296,102.14735999999999,110.58,0.0,1.26198,1782.58614
"Valine",18.027599999999996,6.993,0.1116,0,0,0.03492,0,0,0.0,0.08132400000000001,25.248443999999992
"Threonine",15.61668,6.766200000000001,0.1188,0,0,0.01884,0,0,0.0,0.040824000000000006,22.561344000000002
"18:2 CLAs",0.010860000000000002,0.0693,0,0,0,0,0,0,0,0,0.08016000000000001
"Retinol",108.6,75.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,185.39999999999998
"18:1 c",11.7831,21.5523,0,0,0,0,0,0,0,0,33.3354
"Lactose",0,0,0.0,0,0,0,0,0,0,0,0.0
"18:1 t",0.11946,0.20790000000000003,0,0,0,0,0,0,0,0,0.32736000000000004
"Magnesium, Mg",347.52,138.6,39.6,9.28,5.676,3.0,11.76,4.8,0.0,35.64000000000001,595.876
"Tocotrienol, beta",0.0,0.126,0,0,0,0,0,0,0,0,0.126
"Protein",348.1716,147.10500000000002,4.896,1.276,0.40592,0.7632000000000001,0.08232,3.0239999999999996,0.0,1.47582,507.19986
"Aspartic acid",32.7429,14.175,0.26639999999999997,0,0,0.05868,0,0,0.0,0,47.24298
"Folate, DFE",0,25.2,54.0,12.76,3.9559999999999995,0.36,1.176,6.0,0.0,44.388000000000005,147.84000000000003
"Vitamin B-12",2.1720000000000006,2.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6290000000000004
"Energy",1705.02,1203.3,158.4,33.64,3.9559999999999995,17.88,96.43199999999999,43.2,238.68,44.71200000000001,3545.2199999999993
"16:1 undifferentiated",1.6832999999999998,3.8996999999999997,0.0,0.00116,0.000688,0.0,0.0,0.10679999999999999,0.33885,0.0,6.030497999999999
"17:0",0.043440000000000006,0.0756,0,0,0,0,0,0,0.00594,0,0.12498000000000001
"17:1",0.021720000000000003,0.05669999999999999,0,0,0,0,0,0,0.03375,0,0.11216999999999999
"Vitamin D (D2 + D3)",0.0,0.6300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300000000000001
"18:3i",0.0,0,0,0,0,0,0,0,0,0,0.0
"Lysine",33.48138,13.425299999999998,0.234,0,0,0.032760000000000004,0,0,0.0,0.033534,47.20697400000001
"16:0",8.10156,13.173300000000001,0.1008,0.040600000000000004,0.02924,0.01044,0.0,0.3024,3.0483,0.27864000000000005,25.08528
"10:0",0.1629,0.0126,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.01944,0.19517999999999996
"Fatty acids, total trans-polyenoic",0.021720000000000003,0.1008,0,0,0,0,0,0,0,0,0.12252
"Vitamin B-6",10.00206,2.4129,0.4644,0.0928,0.0039559999999999994,0.1482,0.0588,0.0732,0.0,0.08910000000000001,13.345416
"Methionine",9.05724,4.0635,0.039599999999999996,0,0,0.00912,0,0,0.0,0,13.16946
"Tocopherol, gamma",0.7602000000000001,0.5670000000000001,0.0,0,0,0,0,0,0.2241,0,1.5513000000000001
"Carotene, beta",0.0,0.0,3.6,3.48,14.276,0.6,0.0,0.0,0.0,366.76800000000003,388.72400000000005
"14:1",0.054299999999999994,0.126,0,0,0,0,0,0,0.0,0,0.1803
"14:0",0.20633999999999997,0.3465,0.0036,0.00116,0.000172,0.0,0.0,0.0096,0.0,0.0243,0.5916720000000001
"Pantothenic acid",17.2131,6.7851,0.4068,0.22039999999999998,0.004644,0.07151999999999999,0.052919999999999995,0,0.0,0,24.754484
"Tocopherol, beta",0.0,0.0,0.0,0,0,0,0,0,0.0297,0,0.0297
"Choline, total",1270.62,427.13999999999993,24.48,5.9159999999999995,1.1179999999999999,2.784,5.056799999999999,11.04,0.081,7.063200000000002,1755.2989999999998
"Manganese, Mn",0.13032000000000002,0.09449999999999999,0.5508,0.0348,0.013415999999999999,0.20064,0.137592,0,0.0,1.274454,2.436522
"18:3 n-3 c,c,c (ALA)",0.28236,0.504,0,0,0,0,0,0,0,0,0.78636
"Vitamin D3 (cholecalciferol)",0.0,0.6300000000000001,0,0,0,0,0,0,0,0,0.6300000000000001
"Lycopene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18:2 t not further defined",0.021720000000000003,0.1008,0,0,0,0,0,0,0,0,0.12252
"Glucose (dextrose)",0,0,7.884000000000001,0,0,0,0,0,0,0,7.884000000000001
"Vitamin A, IU",358.38,252.0,7.2,25.52,23.736,1.08,0.0,3.6,0.0,615.6,1287.116
"22:6 n-3 (DHA)",0.07602,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12012
"Vitamin A, RAE",108.6,75.6,0.0,1.16,1.204,0.0,0.0,1.2,0.0,30.78,218.54399999999998
"Fatty acids, total trans-monoenoic",0.11946,0.2457,0,0,0,0,0,0,0,0,0.36516
"Fructose",0,0,5.184000000000001,0,0,0,0,0,0,0,5.184000000000001
"Tryptophan",4.387440000000001,1.5813,0.072,0,0,0.00792,0,0,0.0,0.030132000000000003,6.078792000000001
"20:5 n-3 (EPA)",0.043440000000000006,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06864
"22:1 undifferentiated",0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063
"18:3 n-6 c,c,c",0.0,0.0378,0,0,0,0,0,0,0,0,0.0378
"Folic acid",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phytosterols",0,0,64.8,0,8.255999999999998,0,0,0,59.67,26.406000000000002,159.132
"20:0",0.021720000000000003,0.0441,0,0,0,0,0,0,0.11177999999999999,0,0.17759999999999998
"Vitamin K (phylloquinone)",46.69799999999999,20.160000000000004,1.8,0.0,4.2312,0.204,0.4704,0.24,16.254,277.749,367.8066
"Fatty acids, total polyunsaturated",8.59026,13.122900000000001,0.2628,0.10324,0.052287999999999994,0.02988,0.0,0.2556,2.84121,0.19277999999999998,25.450958
"6:0",0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063
"Tocotrienol, alpha",0.0,0.126,0,0,0,0,0,0,0,0,0.126
"12:0",0.054299999999999994,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726,0.12935999999999998
"Folate, total",0,25.2,54.0,12.76,3.9559999999999995,0.36,1.176,6.0,0.0,44.388000000000005,147.84000000000003
"18:4",0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063
"24:1 c",0.0,0.0126,0,0,0,0,0,0,0,0,0.0126
"Iron, Fe",5.3214,6.993,0.8639999999999999,0.696,0.28723999999999994,0.204,0.31751999999999997,0.252,0.1512,20.0232,35.10956
"Proline",11.066339999999999,6.369299999999998,0.1512,0,0,0.012000000000000002,0,0,0.0,0,17.598839999999996
"Calcium, Ca",65.16,69.3,79.2,30.16,6.88,21.72,10.583999999999998,3.6,0.27,306.18000000000006,593.0540000000001
"24:0",0.0,0.0063,0,0,0,0,0,0,0.0,0,0.0063
"Tocopherol, delta",0.10859999999999999,0.0,0.0,0,0,0,0,0,0.0,0,0.10859999999999999
"18:2 undifferentiated",6.526859999999999,11.352600000000002,0.252,0.07307999999999999,0.019092,0.02748,0.0,0.24479999999999996,2.63574,0.08100000000000002,21.212652000000002
"Fatty acids, total monounsaturated",13.846499999999999,26.1765,0.09720000000000001,0.01276,0.010835999999999998,0.00132,0.0,0.6983999999999999,19.699469999999998,0.07614,60.619125999999994
"22:4",0.24978,0.1638,0,0,0,0,0,0,0,0,0.41358
"22:0",0.054299999999999994,0.05669999999999999,0,0,0,0,0,0,0.03483,0,0.14583
"Copper, Cu",0.47784,0.4472999999999999,0.2412,0.04292,0.064328,0.03588,0.004704,0.0648,0.0,0.13932000000000003,1.518292
"Ash",12.923399999999999,6.426,1.584,0.348,1.3828799999999999,0.18,0.2352,0.7559999999999999,0.0,1.9018800000000002,25.737359999999995
"Dihydrophylloquinone",0,0.0,0,0,0,0,0,0,0.0,0,0.0
"Galactose",0,0,0.0,0,0,0,0,0,0,0,0.0
"20:4 undifferentiated",0.93396,0.6552,0.0,0.0,0.000344,0.0,0.0,0.0,0.0,0.0,1.589504
"20:3 undifferentiated",0.23892,0.17010000000000003,0,0,0,0,0,0,0,0,0.40902000000000005
"Carotene, alpha",0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.16
"Vitamin D",10.86,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46
"18:1 undifferentiated",11.902560000000001,21.7602,0.09720000000000001,0.0116,0.009804,0.00132,0.0,0.5808,19.242630000000002,0.07614,53.68225400000002
"Glycine",15.410339999999998,7.749,0.20520000000000002,0,0,0.024000000000000004,0,0,0.0,0,23.38854
"Fatty acids, total saturated",10.968600000000002,17.262,0.1116,0.04524,0.040076,0.01068,0.0,0.38520000000000004,3.72816,0.44226,32.993816
"Tocotrienol, delta",0.0,0.0,0,0,0,0,0,0,0,0,0.0
"Total lipid (fat)",35.186400000000006,63.94500000000001,0.684,0.348,0.14792,0.06,0.0,1.44,27.0,1.20366,130.01498000000004
"22:5 n-3 (DPA)",0.10859999999999999,0.063,0.0,0.0,0.000172,0.0,0.0,0.0,0.0,0.0,0.17177199999999998
"Zinc, Zn",10.4256,14.868,0.7559999999999999,0.0696,0.05504,0.1392,0.14112,0.168,0.0,1.00116,27.62372
