"Ingredient ID",11357,15016,9152,4517,2054,11941,11677,2008,2046,11297,11156,20082,20081,14003,1125,4053
"Ingredient Description","Potatoes, white, flesh and skin, baked","Fish, cod, Atlantic, cooked, dry heat","Lemon juice, raw","Oil, grapeseed","Capers, canned","Pickles, cucumber, sour","Shallots, raw","Spices, chervil, dried","Mustard, prepared, yellow","Parsley, fresh","Chives, raw","Wheat flour, white, all-purpose, self-rising, enriched","Wheat flour, white, all-purpose, enriched, bleached","Alcoholic beverage, beer, regular, all","Egg, yolk, raw, fresh","Oil, olive, salad or cooking"
"Portion size","100g","100g","lemon yields","tablespoon","tbsp, drained","100g","100g","tbsp","tsp or 1 packet","tbsp","tbsp chopped","100g","100g","100g","100g","tablespoon"
"20:3 n-6",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"20:3 n-3",0,0,0.0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.003
"Glutamic acid",5.728,32.7168,0,0.0,0,0.04275,0.12925,0,0.07490000000000001,0.009462,0.02031,4.1625,4.34875,0.17625,0.7091999999999998,0.0,48.11817200000001
"Sodium, Na",112.0,748.8,0.48,0.0,476.268,543.6,3.0,1.577,113.5,2.1279999999999997,0.09,1491.25,2.5,15.0,17.28,3.24,3530.713
"Vitamin B-12, added",0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phosphorus, P",1200.0,1324.8,3.84,0.0,1.72,6.3,15.0,8.55,10.6,2.2039999999999997,1.74,743.75,135.0,52.5,140.4,0.0,3646.4040000000005
"Tocotrienol, gamma",0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
"Fluoride, F",0,0,0,0,0,0,0,0,0.15,0,0,0,0,165.75,0,0,165.9
"Histidine",0.56,6.4512,0,0.0,0,0.0022500000000000003,0.01075,0,0.0123,0.0023179999999999997,0.0017100000000000001,0.275,0.28750000000000003,0.0,0.14975999999999998,0.0,7.752788
"4:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alcohol, ethyl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.625,0.0,0.0,14.625
"18:0",0.048,0.36479999999999996,0.00192,3.6719999999999997,0.006192,0.0022500000000000003,0.00025,0.0,0.0046,0.001482,0.00026999999999999995,0.00875,0.00875,0.0,0.8701199999999999,3.16386,8.153244
"Theobromine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dihydrophylloquinone",0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.036,0.0,0.036
"Vitamin E (alpha-tocopherol)",0.64,7.776,0.072,39.168,0.15136,0.0405,0.01,0,0.036,0.028499999999999998,0.0063,0.0625,0.075,0.0,0.9288,23.247,72.24196
"Lutein + zeaxanthin",480.0,0.0,7.2,0.0,0.0,19.35,2.0,0,1.8,211.31799999999998,9.69,22.5,22.5,0.0,393.84,0.0,1170.198
"22:1 c",0,0,0.0,0,0,0,0,0,0.1263,0,0,0,0,0,0,0,0.1263
"Betaine",3.2,93.11999999999998,0,0,0,0.0,0,0,0.02,0,0,0,87.875,0,0.324,0.16200000000000003,184.701
"Riboflavin",0.688,0.7584000000000001,0.0072,0.0,0.023908,0.0045000000000000005,0.005,0.012920000000000001,0.003,0.003724,0.0034500000000000004,0.5175,0.6174999999999999,0.09375,0.19008,0.0,2.9289319999999996
"Sucrose",6.4,0,0.2064,0,0,0,0,0,0.022000000000000002,0,0,0,0,0.0,0.0252,0,6.653600000000001
"Maltose",0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0252,0,0.0252
"Cholesterol",0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.6,0.0,918.6
"22:1 t",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"Folate, total",608.0,76.8,9.6,0.0,3.9559999999999995,0.45,8.5,5.206,0.7,5.776,3.15,245.0,228.75,22.5,52.55999999999999,0.0,1270.9479999999999
"20:2 n-6 c,c",0,0,0.0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.0012
"Alanine",1.024,13.2576,0,0.0,0,0.0049499999999999995,0.02825,0,0.017,0.00741,0.0044399999999999995,0.39625,0.415,0.045,0.30095999999999995,0.0,15.50086
"16:1 t",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"Fatty acids, total trans",0,0,0.0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.0013
"Phenylalanine",1.328,8.5536,0,0.0,0,0.00405,0.02025,0,0.016700000000000003,0.005509999999999999,0.00315,0.6225,0.65,0.0,0.24516000000000002,0.0,11.44892
"Isoleucine",1.088,10.0992,0,0.0,0,0.0045000000000000005,0.0265,0,0.0151,0.004483999999999999,0.00417,0.42750000000000005,0.44625,0.0,0.31176,0.0,12.427464
"16:1 c",0,0,0.0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0.0009
"Niacin",24.448,24.124799999999997,0.043680000000000004,0.0,0.112144,0.0,0.05,0.1026,0.052300000000000006,0.049894,0.01941,7.29,7.38,1.92375,0.00864,0.0,65.60521800000001
"Thiamin",0.768,0.8447999999999999,0.01152,0.0,0.003096,0.0,0.015,0.00722,0.034300000000000004,0.0032679999999999996,0.00234,0.8425,0.98125,0.01875,0.06336,0.0,3.595404
"20:1",0.0,0.18239999999999998,0.0,0.0,0.000172,0.0,0.0,0.0,0.0341,0.0,0.0,0.0,0.0,0.0,0.030959999999999998,0.50382,0.751452
"Selenium, Se",8.0,360.96,0.04800000000000001,0.0,0.20639999999999997,0.0,0.3,0.5567,3.29,0.0038,0.027000000000000003,43.0,42.375,2.25,20.16,0.0,481.1769
"Leucine",1.6,17.8176,0,0.0,0,0.0063,0.03725,0,0.0302,0.0077519999999999985,0.005849999999999999,0.8500000000000001,0.8875,0.0,0.50364,0.0,21.746092
"Vitamin E, added",0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sugars, total",24.48,0.0,1.2096,0.0,0.07052,0.47700000000000004,1.9675,0,0.086,0.0323,0.05550000000000001,0.275,0.3375,0.0,0.2016,0.0,29.19251999999999
"Cystine",0.4,2.352,0,0.0,0,0.0009000000000000001,0,0,0.0075,0.0005319999999999999,0,0.2625,0.27375,0.0,0.09504,0.0,3.3922220000000003
"Tyrosine",0.784,7.401599999999999,0,0.0,0,0.0027,0.018,0,0.013900000000000001,0.003116,0.00285,0.3725,0.39,0.0,0.24408000000000002,0.0,9.232746000000002
"Vitamin C, total ascorbic acid",201.6,9.6,18.576,0.0,0.7395999999999999,0.45,2.0,0.95,0.15,5.053999999999999,1.743,0.0,0.0,0.0,0.0,0.0,240.86259999999996
"Cryptoxanthin, beta",0.0,0.0,1.92,0.0,0.0,21.15,0.0,0,2.6,0.0,0.0,0.0,0.0,0.0,11.88,0.0,37.550000000000004
"Arginine",1.648,13.113599999999998,0,0.0,0,0.00945,0.04524999999999999,0,0.0261,0.0046359999999999995,0.00711,0.49875,0.52125,0.0,0.39564,0.0,16.269785999999996
"Water",1206.88,728.832,44.3088,0.0,14.422199999999998,42.33599999999999,19.95,0.1368,8.265,3.3329799999999996,2.7195000000000005,13.2375,14.9,344.85,18.8316,0.0,2463.0023800000004
"Valine",1.68,11.289599999999998,0,0.0,0,0.0049499999999999995,0.0275,0,0.019500000000000003,0.006535999999999999,0.00435,0.49625,0.5187499999999999,0.0,0.34163999999999994,0.0,14.389076
"Threonine",1.088,9.609599999999999,0,0.0,0,0.00405,0.0245,0,0.0173,0.0046359999999999995,0.00384,0.33625000000000005,0.35125000000000006,0.0,0.24732000000000004,0.0,11.686745999999998
"18:2 CLAs",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"Retinol",0.0,134.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.56,0.0,267.96000000000004
"18:1 c",0,0,0.00192,0,0,0,0,0,0.0924,0,0,0,0,0,0,0,0.09432
"Lactose",0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0252,0,0.0252
"18:1 t",0,0,0.0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0005
"Magnesium, Mg",432.0,403.2,2.88,0.0,5.676,1.8,5.25,2.47,4.9,1.9,1.26,23.75,27.5,22.5,1.7999999999999998,0.0,936.886
"Vitamin D",0.0,441.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.48,0.0,520.08
"Protein",33.6,219.168,0.16799999999999998,0.0,0.40592,0.14850000000000002,0.625,0.44079999999999997,0.43700000000000006,0.11286,0.0981,12.3625,12.9125,1.725,5.7096,0.0,287.9137800000001
"Aspartic acid",7.84,22.4448,0,0.0,0,0.009000000000000001,0.05775,0,0.0404,0.011172,0.00909,0.52,0.54375,0.06,0.5579999999999999,0.0,32.093962
"6:0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin B-12",0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.7019999999999998,0.0,10.857
"Energy",1504.0,1008.0,10.56,1202.24,3.9559999999999995,4.95,18.0,4.502999999999999,6.7,1.3679999999999999,0.9,442.5,455.0,161.25,115.92,1432.08,6371.927
"16:1 undifferentiated",0.016,0.2016,0.0,0.408,0.000688,0.0,0.0,0.0,0.0009,0.000304,0.0,0.0,0.0,0.0,0.33048,2.0330999999999997,2.9910719999999995
"17:0",0,0,0.0,0,0,0,0,0,0.0002,0,0,0,0,0,0.018359999999999998,0.03564,0.0542
"17:1",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.2025,0.2025
"Vitamin D (D2 + D3)",0.0,11.52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.0,13.463999999999999
"Lysine",1.744,20.1312,0,0.0,0,0.0063,0.03125,0,0.0274,0.0068779999999999996,0.00489,0.27375,0.28500000000000003,0.0,0.43811999999999995,0.0,22.948788
"16:0",0.22400000000000003,1.1232,0.00576,9.112,0.02924,0.01935,0.00375,0.003211,0.014000000000000002,0.003192,0.00309,0.18375,0.185,0.0,2.4696000000000002,18.2898,31.668943
"10:0",0.016,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032399999999999994,0.0,0.028839999999999998
"Fatty acids, total trans-polyenoic",0,0,0.0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0.0008
"Vitamin B-6",3.3759999999999994,2.7167999999999997,0.022080000000000002,0.0,0.0039559999999999994,0.00405,0.08625,0.017669999999999998,0.0063,0.00342,0.0041400000000000005,0.0625,0.05499999999999999,0.1725,0.126,0.0,6.656665999999999
"Methionine",0.512,6.4896,0,0.0,0,0.00135,0.006750000000000001,0,0.0078000000000000005,0.001596,0.0010799999999999998,0.21875,0.22875,0.0,0.13608,0.0,7.603756
"Tocopherol, gamma",0.0,0,0,0,0,0,0,0,0.205,0.020139999999999998,0,0.4,0.475,0.0,0.4788,1.3445999999999998,2.92354
"Carotene, beta",96.0,0.0,0.48,0.0,14.276,36.45,0.75,0,2.9,192.05200000000002,78.36,0.0,0.0,0.0,31.68,0.0,452.94800000000004
"14:1",0,0,0.00096,0,0,0,0,0,0.0,0,0,0,0,0,0.00864,0.0,0.009600000000000001
"14:0",0.016,0.1152,0.00096,0.136,0.000172,0.0009000000000000001,0.0,0.0,0.0004,0.000304,0.00102,0.0,0.0,0.0,0.037439999999999994,0.0,0.308396
"Pantothenic acid",6.127999999999999,1.7280000000000002,0.06288,0.0,0.004644,0.0171,0.0725,0,0.03,0.0152,0.00972,0.5475,0.5475,0.15375,1.0764,0.0,10.393193999999998
"Tocopherol, beta",0.0,0,0,0,0,0,0,0,0.001,0.0,0,0.05,0.0875,0.0,0.018,0.1782,0.3347
"Choline, total",230.4,803.52,2.448,0,1.1179999999999999,1.62,2.825,0,2.24,0.4864,0.15600000000000003,13.0,13.0,37.875,295.272,0.48599999999999993,1404.4464
"Manganese, Mn",3.0239999999999996,0.192,0.00576,0,0.013415999999999999,0.0049499999999999995,0.073,0.0399,0.0417,0.0060799999999999995,0.01119,1.25,0.8525,0.03,0.019799999999999998,0.0,5.564296
"18:3 n-3 c,c,c (ALA)",0,0,0.004319999999999999,0,0,0,0,0,0.0458,0,0,0,0,0,0,0,0.05012
"Hydroxyproline",0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"Vitamin D3 (cholecalciferol)",0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,1.944,0,13.463999999999999
"Lycopene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fructose",5.76,0,0.528,0,0,0,0,0,0.018,0,0,0,0,0.0,0.0252,0,6.3312
"Glucose (dextrose)",10.08,0,0.47519999999999996,0,0,0,0,0,0.046000000000000006,0,0,0,0,0.0,0.0648,0,10.665999999999999
"Vitamin A, IU",160.0,451.2,2.88,0.0,23.736,85.95,1.0,111.15,7.1,320.11199999999997,130.59,0.0,0.0,0.0,519.12,0.0,1812.8380000000002
"22:6 n-3 (DHA)",0.0,1.4784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04104,0.0,1.51944
"Vitamin A, RAE",16.0,134.4,0.0,0.0,1.204,4.5,0.0,5.566999999999999,0.4,15.998,6.54,0.0,0.0,0.0,137.16,0.0,321.769
"Fatty acids, total trans-monoenoic",0,0,0.0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0005
"18:2 t not further defined",0,0,0.0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0.0008
"Tryptophan",0.336,2.4576,0,0.0,0,0.00135,0.007000000000000001,0,0.0009,0.00171,0.0011099999999999999,0.15125,0.15875,0.0,0.06372,0.0,3.17939
"20:5 n-3 (EPA)",0.0,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396,0.0,0.042359999999999995
"22:1 undifferentiated",0.0,0.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.0,0.0,0.0,0.0,0.0,0.0032399999999999994,0.0,0.16793999999999998
"18:3 n-6 c,c,c",0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
"Folic acid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.5,192.5,0.0,0.0,0.0,390.0
"Phytosterols",0,0,0,244.8,8.255999999999998,6.3,1.25,0,0,0.19,0.27,0,0,0,0,358.02,619.086
"20:0",0,0,0.0,0,0,0,0,0,0.0023,0,0,0,0,0,0.011519999999999999,0.6706799999999999,0.6844999999999999
"Vitamin K (phylloquinone)",43.2,0.96,0.0,0,4.2312,21.15,0.2,0,0.18,62.32,6.380999999999999,0.375,0.375,0.0,0.252,97.52400000000002,237.14820000000003
"Fatty acids, total polyunsaturated",0.592,2.8032,0.01008,95.064,0.052287999999999994,0.03645,0.00975,0.0342,0.09539999999999998,0.004711999999999999,0.00801,0.5125,0.51625,0.0,1.51344,17.047259999999998,118.29954
"Folate, DFE",608.0,76.8,9.6,0.0,3.9559999999999995,0.45,8.5,5.206,0.7,5.776,3.15,383.75,363.75,22.5,52.55999999999999,0.0,1544.6979999999999
"Tocotrienol, alpha",0,0,0,0,0,0,0,0,0.005,0.0,0,0.025,0.025,0,0.010799999999999999,0,0.06580000000000001
"12:0",0.048,0.0,0.00048,0.0,0.0,0.0009000000000000001,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0032399999999999994,0.0,0.05292
"18:4",0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096
"24:1 c",0,0,0.0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0.0083
"Iron, Fe",10.24,4.704,0.0384,0.0,0.28723999999999994,0.18000000000000005,0.3,0.60705,0.151,0.23559999999999998,0.04800000000000001,5.8375,5.8,0.075,0.9828,0.9072000000000001,30.393790000000003
"Tocotrienol, beta",0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.11249999999999999,0,0.0,0,0.11249999999999999
"Proline",1.024,7.7472,0,0.0,0,0.0036000000000000003,0.04125,0,0.0368,0.008093999999999999,0.0064800000000000005,1.4325,1.4975,0.13125,0.23256,0.0,12.161234
"Calcium, Ca",160.0,134.4,2.88,0.0,6.88,0.0,9.25,25.574,5.8,5.244,2.76,422.5,18.75,15.0,46.44,1.62,857.0980000000001
"24:0",0,0,0.0,0,0,0,0,0,0.001,0,0,0,0,0,0.0032399999999999994,0.0,0.004239999999999999
"Tocopherol, delta",0.0,0,0,0,0,0,0,0,0.008,0.0,0,0.0,0.025,0.0,0.021599999999999998,0.0,0.054599999999999996
"18:2 undifferentiated",0.43200000000000005,0.0576,0.00576,94.656,0.019092,0.015300000000000001,0.00925,0.0342,0.0443,0.00437,0.00756,0.485,0.48875,0.0,1.27368,15.81444,113.347302
"Starch",287.84,0,0.0,0,0,0,0,0,0.063,0,0,0,0,0.0,0,0,287.90299999999996
"Fiber, total dietary",33.6,0.0,0.144,0.0,0.5504,0.54,0.8,0.2147,0.33,0.12539999999999998,0.075,3.375,3.375,0.0,0.0,0.0,43.1295
"Fatty acids, total monounsaturated",0.032,1.1904,0.00288,21.896,0.010835999999999998,0.00135,0.0035000000000000005,0.026581,0.26269999999999993,0.01121,0.00285,0.10749999999999998,0.10874999999999999,0.0,4.22568,118.19681999999999,146.07905699999998
"22:4",0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"22:0",0,0,0.0,0,0,0,0,0,0.0019,0,0,0,0,0,0.01368,0.20898,0.22456
"Copper, Cu",2.032,0.34559999999999996,0.00768,0,0.064328,0.038250000000000006,0.022,0.00836,0.0085,0.0056619999999999995,0.00471,0.14,0.18,0.01875,0.027719999999999998,0.0,2.903560000000001
"Ash",19.84,14.304,0.1008,0.0,1.3828799999999999,1.4085000000000003,0.2,0.3154,0.364,0.0836,0.03,5.4125,0.5874999999999999,0.6,0.6155999999999999,0.0,45.24478
"Potassium, K",8704.0,2342.4,49.44,0.0,6.88,10.35,83.5,90.06,13.8,21.052,8.88,155.0,133.75,101.25,39.24,1.62,11761.221999999998
"Galactose",0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0252,0,0.0252
"20:4 undifferentiated",0.0,0.2688,0.0,0.0,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15768,0.0,0.426824
"20:3 undifferentiated",0,0,0.0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.003
"Carotene, alpha",0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.0,22.68
"18:1 undifferentiated",0.016,0.7487999999999999,0.00192,21.487999999999996,0.009804,0.00135,0.0035000000000000005,0.026581,0.09300000000000001,0.010905999999999997,0.00285,0.10749999999999998,0.10874999999999999,0.0,3.85236,115.45578000000002,141.92710100000002
"Glycine",0.9280000000000002,10.521600000000001,0,0.0,0,0.0054,0.031,0,0.0236,0.005509999999999999,0.00486,0.44499999999999995,0.46375,0.04874999999999999,0.17568,0.0,12.653150000000002
"Fatty acids, total saturated",0.352,1.6128,0.0192,13.056,0.040076,0.023399999999999997,0.00425,0.003211,0.0248,0.0050160000000000005,0.004379999999999999,0.1925,0.19375,0.0,3.4383600000000003,22.36896,41.338703
"Tocotrienol, delta",0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
"Total lipid (fat)",2.4,8.256,0.1152,136.0,0.14792,0.09000000000000002,0.025,0.0741,0.40099999999999997,0.030019999999999998,0.0219,1.2125,1.225,0.0,9.5544,162.0,321.55304
"22:5 n-3 (DPA)",0.0,0.12479999999999998,0.0,0.0,0.000172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12497199999999999
"Zinc, Zn",5.6,5.568,0.024000000000000004,0.0,0.05504,0.009000000000000001,0.1,0.1672,0.064,0.04066,0.016800000000000002,0.775,0.875,0.0375,0.828,0.0,14.160199999999998
